variable,file,level1,value1,level2,value2,level3,value3,level4,value4,level5,value5,code,size
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Trailer (other than camper type),180.0,not,not,not,not,180,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Trailer Type Camper,130.0,not,not,not,not,130,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Trailer Type Camper,130.0,not,not,not,not,130,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Trailer Type Camper,130.0,not,not,not,not,130,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Trailer Type Camper,130.0,not,not,not,not,130,0
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Trailer Type Camper,130.0,not,not,not,not,130,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Motorized Camper-Coach,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Motorized Camper-Coach,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Motorized Camper-Coach,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Private plane,190.0,not,not,not,not,190,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Private plane,190.0,not,not,not,not,190,0
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Private plane,190.0,not,not,not,not,190,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Other attachable type camper,140.0,not,not,not,not,140,12677840
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Truck, van, minivan or SUV",110.0,not,not,not,not,110,0
RENTCODE,RTV,Property,494,Vehicles,12,Boat without motor,170.0,not,not,not,not,170,46312080
RENTCODE,RTV,Property,494,Vehicles,12,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Vehicles,5,Rented and Leased Vehicles,3,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Vehicles,5,Vehicle Expenses - Maintenance,9,Automobile,100.0,not,not,not,not,100,426216000
RENTCODE,RTV,Property,494,Vehicles,12,Truck or Van,110.0,not,not,not,not,110,125730000
RENTCODE,RTV,Vehicles,5,Rented and Leased Vehicles,3,Truck or Van,110.0,not,not,not,not,110,125730000
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,125730000
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,125730000
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,125730000
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,125730000
RENTCODE,RTV,Property,494,Vehicles,12,Private Plane,190.0,not,not,not,not,190,35306560
RENTCODE,RTV,Property,494,Vehicles,12,"Boat, with motor",160.0,not,not,not,not,160,97244160
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,97244160
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,97244160
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,97244160
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,97244160
RENTCODE,RTV,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, with motor",160.0,not,not,not,not,160,97244160
RENTCODE,RTV,Property,494,Vehicles,12,Motorcycle,150.0,not,not,not,not,150,467967000
RENTCODE,RTV,Property,494,Vehicles,12,Trailer other than camper,180.0,not,not,not,not,180,119988000
RENTCODE,RTV,Property,494,Vehicles,12,Trailer-Type Camper,130.0,not,not,not,not,130,137415200
RENTCODE,RTV,Property,494,Vehicles,12,Other attachable Camper,140.0,not,not,not,not,140,150063760
RENTCODE,RTV,Property,494,Vehicles,12,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,48952260
RENTCODE,RTV,Vehicles,5,Rented and Leased Vehicles,3,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,48952260
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,48952260
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,48952260
RENTCODE,RTV,Property,494,Vehicles,12,Any other Vehicle,200.0,not,not,not,not,200,814292800
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,46312080
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,46312080
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,46312080
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,46312080
RENTCODE,RTV,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, without motor",170.0,not,not,not,not,170,46312080
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,Motor Home,120.0,not,not,not,not,120,188799360
RENTCODE,RTV,Vehicles,5,Owned Vehicle Detailed,23,Motor Home,120.0,not,not,not,not,120,188799360
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,Motor Home,120.0,not,not,not,not,120,188799360
RENTCODE,RTV,Vehicles,5,Owned Vehicles,23,Motor Home,120.0,not,not,not,not,120,188799360
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Automobile service clubs,830.0,not,not,not,not,830,194236600
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Compact discs, tapes, videos, or records purchased from a mail-order club.",300.0,not,not,not,not,300,9193582800
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Country clubs, health clubs, swimming pools, tennis clubs, social, or other recreational organizations",800.0,not,not,not,not,800,4586233600
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Magazines or periodical subscriptions,400.0,not,not,not,not,400,7650579200
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Newspaper delivery,100.0,not,not,not,not,100,19401222800
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Reference books not in sets,900.0,not,not,not,not,900,1467831600
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Global positioning services, or GPS, such as OnStar.",910.0,not,not,not,not,910,0
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Encyclopedias or other sets of reference books,700.0,not,not,not,not,700,2645269200
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Shopping club membership fees,840.0,not,not,not,not,840,64639680
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Services that use Global Positioning System or GPS, such as OnStar (not already reported)",910.0,not,not,not,not,910,0
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Encyclopedias or other reference books,700.0,not,not,not,not,700,2645269200
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Film processing or the printing of digital photography,310.0,not,not,not,not,310,76387720
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Applications, games, or ringtones for a cellphone or mobile device not already reported",400.0,not,not,not,not,400,7650579200
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Books or digital books not purchased through a book club; does not include school books or reference books,210.0,not,not,not,not,210,428815800
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Books purchased from a book club,200.0,not,not,not,not,200,13942759200
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Civic, service, or fraternal organizations",810.0,not,not,not,not,810,0
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Combined expense for purchasing or renting music files, CDs, records, video files, Blu-Ray discs, DVDs; or streaming video subscriptions; or applications, games, or ringtones for a cellphone or mobile device (320, 340, 350, 360, 400)",405.0,not,not,not,not,405,0
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Credit card membership fees,820.0,not,not,not,not,820,0
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Direct or online dating services,930.0,not,not,not,not,930,0
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Fees for participating in sports such as golf, bowling, biking, football, or swimming",610.0,not,not,not,not,610,68908040
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Golf courses, country clubs, and other social organizations",800.0,not,not,not,not,800,4586233600
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Health clubs, fitness centers, swimming pools, weight loss centers or other sports and recreational organizations",830.0,not,not,not,not,830,194236600
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Online games or other internet entertainment sites,410.0,not,not,not,not,410,35305920
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Photo printing or processing,310.0,not,not,not,not,310,76387720
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Photographic film or disposable cameras,300.0,not,not,not,not,300,9193582800
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Purchased music files, CDs, or records",320.0,not,not,not,not,320,681736960
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Purchased video files, Blu-Ray discs, or DVDs",340.0,not,not,not,not,340,212169520
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Purchased video games, not including computer games",370.0,not,not,not,not,370,438386360
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Rented video files or DVDs,350.0,not,not,not,not,350,4069158800
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Rented video files or DVDs/Streaming video subscriptions,355.0,not,not,not,not,355,68850120
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Rented video games,380.0,not,not,not,not,380,294943840
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Season tickets to sporting events,600.0,not,not,not,not,600,4352944800
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Single copies of newspapers, magazines, or periodicals including digital",160.0,not,not,not,not,160,1899618560
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Sirius radio,700.0,not,not,not,not,700,2645269200
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Streaming video subscriptions,360.0,not,not,not,not,360,777559680
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Subscription music services such as Rhapsody or Pandora,330.0,not,not,not,not,330,487288560
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Subscriptions to newspapers, magazines, or periodicals including online subscriptions",150.0,not,not,not,not,150,9447657600
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Theater, concert, opera, or other musical series, season tickets.",500.0,not,not,not,not,500,7060092000
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Tickets to movies, parks, or museums",510.0,not,not,not,not,510,44939160
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Tickets to movies, parks, or museums",510.0,not,not,not,not,520,301643680
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Tickets to movies, parks, or museums",520.0,not,not,not,not,510,44939160
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,"Tickets to movies, parks, or museums",520.0,not,not,not,not,520,301643680
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Tickets to parks or museums,530.0,not,not,not,not,530,345532440
S17CODEA,SUB,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Vacation clubs,950.0,not,not,not,not,950,379091800
UTILY,UTC,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Womens Clothing,34.0,Womens Combined expense (any item in section / part),900.0,not,not,900,0
UTILY,UTC,"Clothing, Fabric, and Acc",4,Clothing and Fabrics,2,Mens Clothing,34.0,Mens Combined expense (any item in section / part),900.0,not,not,900,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Cable TV, satellite service, or community antenna",290.0,not,not,not,not,290,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Coal,170.0,not,not,not,not,170,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electricity, gas, piped-in water, trash/garbage collection and sewage maintenance (100, 110, 200, 210, 220)",325.0,not,not,not,not,325,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Combined expenses (130-180),190.0,not,not,not,not,190,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Internet connection and other computer data services not already reported,300.0,not,not,not,not,300,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Kerosene,140.0,not,not,not,not,140,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Other Fuels,180.0,not,not,not,not,180,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Wood,160.0,not,not,not,not,160,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Combined expense (any item in section / part),900.0,not,not,not,not,900,0
UTILY,UTC,Health Care,3,Payments for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,0
UTILY,UTC,Health Care,3,Reimbursements for Medical Expenses,50,Combined expense (any item in section / part),900.0,not,not,not,not,900,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electric/gas/water/sewage (100, 110, 200, 220)",315.0,not,not,not,not,315,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electric/gas/water/trash/sewage (100, 110, 200, 210, 220)",325.0,not,not,not,not,325,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electric/water/sewage (100, 200, 220)",310.0,not,not,not,not,310,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Piped-in water,200.0,not,not,not,not,200,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Sewage maintenance,220.0,not,not,not,not,220,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Trash/garbage/sewage (210, 220)",250.0,not,not,not,not,250,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Trash/garbage/water (200, 210)",240.0,not,not,not,not,240,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Trash/garbage/water/sewage (200-220),230.0,not,not,not,not,230,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Water/sewage (200, 220)",260.0,not,not,not,not,260,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Bottled or Tank Gas,150.0,not,not,not,not,150,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electric/gas/water/sewage (100, 110, 205)",315.0,not,not,not,not,315,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electric/gas/water/trash/sewage (100, 110, 205, 210)",325.0,not,not,not,not,325,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined electric/water/sewage (100, 205)",310.0,not,not,not,not,310,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Combined Expense (130, 150, 180)",190.0,not,not,not,not,190,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Electricity,100.0,not,not,not,not,100,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Fuel Oil,130.0,not,not,not,not,130,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Gas and Electricity (100, 110)",120.0,not,not,not,not,120,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Natural or utility gas,110.0,not,not,not,not,110,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Other fuels including wood,180.0,not,not,not,not,180,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Piped-in water and sewerage maintenance,205.0,not,not,not,not,205,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Septic tank cleaning,280.0,not,not,not,not,280,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Trash/garbage collection,210.0,not,not,not,not,210,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,"Trash/garbage/water/sewage (205, 210)",230.0,not,not,not,not,230,0
UTILY,UTC,Property,494,Utilities and Services on Property,42,Water softening,270.0,not,not,not,not,270,0
UTLPTYPE,UTC,Property,494,Utilities and Services on Property,42,Property not owned or rented by CU,5.0,not,not,not,not,5,0
UTLPTYPE,UTC,Property,494,Utilities and Services on Property,42,Rented sample unit or other rental unit,4.0,not,not,not,not,4,0
UTLPTYPE,UTC,Property,494,Utilities and Services on Property,42,Rented Vacation Property,6.0,not,not,not,not,6,0
UTLPTYPE,UTC,Property,494,Utilities and Services on Property,42,The sample unit or A home occupied by CU members last 3+ months but not at present,1.0,not,not,not,not,1,0
UTLPTYPE,UTC,Other,4,Insurance other Than Health,12,The sample unit or A home occupied by CU members last 3+ months but not at present,1.0,not,not,not,not,1,0
UTLPTYPE,UTC,Property,494,Utilities and Services on Property,42,Unimproved land or Other property (as of last quarter),3.0,not,not,not,not,3,0
UTLPTYPE,UTC,Other,4,Insurance other Than Health,12,Unimproved land or Other property (as of last quarter),3.0,not,not,not,not,3,0
UTLPTYPE,UTC,Property,494,Utilities and Services on Property,42,Vacation home or recreational property,2.0,not,not,not,not,2,0
UTLPTYPE,UTC,Other,4,Insurance other Than Health,12,Vacation home or recreational property,2.0,not,not,not,not,2,0
INTSERV,UTI,Other,4,"Subscriptions,Books, Entertainment Expenses",49,Online games or other internet entertainment sites,410.0,not,not,not,not,500,0
VOPVEHYA,VEQ,Property,494,Vehicles,12,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Vehicles,5,Rented and Leased Vehicles,3,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Automobile,100.0,not,not,not,not,100,6869812800
VOPVEHYA,VEQ,Property,494,Vehicles,12,Truck or Van,110.0,not,not,not,not,110,1262793840
VOPVEHYA,VEQ,Vehicles,5,Rented and Leased Vehicles,3,Truck or Van,110.0,not,not,not,not,110,1262793840
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,1262793840
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,1262793840
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,1262793840
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,1262793840
VOPVEHYA,VEQ,Property,494,Vehicles,12,"Boat, with motor",160.0,not,not,not,not,160,1470625920
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,1470625920
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,1470625920
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,1470625920
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,1470625920
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, with motor",160.0,not,not,not,not,160,1470625920
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,764604240
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,764604240
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,764604240
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,764604240
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, without motor",170.0,not,not,not,not,170,764604240
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,5189764200
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,5189764200
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,5189764200
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,5189764200
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,5189764200
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Other Attachable Type Camper,140.0,not,not,not,not,140,1663961040
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Other Attachable Type Camper,140.0,not,not,not,not,140,1663961040
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Other Attachable Type Camper,140.0,not,not,not,not,140,1663961040
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Other Attachable Type Camper,140.0,not,not,not,not,140,1663961040
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Other vehicle,200.0,not,not,not,not,200,9503752000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Other vehicle,200.0,not,not,not,not,200,9503752000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Other vehicle,200.0,not,not,not,not,200,9503752000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Other vehicle,200.0,not,not,not,not,200,9503752000
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Other vehicle,200.0,not,not,not,not,200,9503752000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Trailer (other than camper type),180.0,not,not,not,not,180,1830718080
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Trailer (other than camper type),180.0,not,not,not,not,180,1830718080
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Trailer (other than camper type),180.0,not,not,not,not,180,1830718080
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Trailer (other than camper type),180.0,not,not,not,not,180,1830718080
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Trailer (other than camper type),180.0,not,not,not,not,180,1830718080
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Trailer Type Camper,130.0,not,not,not,not,130,1653275000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Trailer Type Camper,130.0,not,not,not,not,130,1653275000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Trailer Type Camper,130.0,not,not,not,not,130,1653275000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Trailer Type Camper,130.0,not,not,not,not,130,1653275000
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Trailer Type Camper,130.0,not,not,not,not,130,1653275000
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Motorized Camper-Coach,120.0,not,not,not,not,120,4224331200
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Motorized Camper-Coach,120.0,not,not,not,not,120,4224331200
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Motorized Camper-Coach,120.0,not,not,not,not,120,4224331200
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicle Detailed,23,Private plane,190.0,not,not,not,not,190,479701360
VOPVEHYA,VEQ,Vehicles,5,Owned Vehicles,23,Private plane,190.0,not,not,not,not,190,479701360
VOPVEHYA,VEQ,Vehicles,5,Vehicle Expenses - Maintenance,9,Private plane,190.0,not,not,not,not,190,479701360
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,Combined expenses (400 - 420),430.0,not,not,not,not,430,66933800
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,Combined expenses (400 - 425),430.0,not,not,not,not,430,66933800
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,Local vehicle registration,425.0,not,not,not,not,425,63022400
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,Personal property taxes for vehicles,405.0,not,not,not,not,405,124027200
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,State vehicle registration,415.0,not,not,not,not,415,64311720
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,Vehicle inspection,410.0,not,not,not,not,410,15138840
VOPREGY,VLR,Vehicles,5,Vehicle Expenses - Licensing,8,Vehicle registration,420.0,not,not,not,not,420,133591920
